"No.","Time","Source","Destination","Protocol","Length","Info"
"2274","54.399982","fe80::8f5:2229:f3bc:8da7","ff02::fb","MDNS","219","Standard query response 0x0000 PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local TXT"
"2275","54.401588","fe80::439:41e9:aaa5:dfa3","ff02::fb","MDNS","217","Standard query response 0x0000 PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local TXT"
"2276","54.401589","HewlettPacka_c9:e3:fc","Broadcast","0x8ffd","351","Ethernet II"
"2277","54.402725","HewlettPacka_c9:e3:fc","Broadcast","0x8ffd","351","Ethernet II"
"2278","54.403855","fe80::104e:69d8:fdc9:9476","ff02::fb","MDNS","205","Standard query response 0x0000 PTR MacBook Pro (2)._companion-link._tcp.local TXT"
"2279","54.405295","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"2280","54.405295","AdityaInfote_2b:60:a6","Broadcast","ARP","60","Who has 192.168.1.249? (ARP Probe)"
"2281","54.405296","fe80::cbf:72e8:c87c:90b2","ff02::fb","MDNS","223","Standard query response 0x0000 PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local TXT"
"2282","54.406459","fe80::1ca0:9d8e:36e4:76cb","ff02::fb","MDNS","252","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prashansa�\200\231s MacBook Pro._companion-link._tcp.local"
"2283","54.477704","fe80::10f5:507c:ea7c:3118","ff02::fb","MDNS","227","Standard query response 0x0000 PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local TXT"
"2284","54.477706","CpPlus_9e:dc:ee","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.245"
"2285","54.477707","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.247"
"2286","54.479757","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","424","Standard query 0x0000 TXT Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Shalaka's Mac._companion-link._tcp.local, ""QU"" question TXT Uday�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Samarth�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Rajashekhar._companion-link._tcp.local, ""QU"" question TXT Vinnie's Macbook Pro._companion-link._tcp.local, ""QU"" question TXT Rishab�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Avinash�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Aryan�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Sasank�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT MacBook Pro (2)._companion-link._tcp.local, ""QU"" question TXT Mohammed�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question"
"2287","54.483663","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","1348","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question TXT Prashansa�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Sunayana�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Sunayana�\200\231s iPad._companion-link._tcp.local, ""QU"" question TXT Shalaka's Mac._companion-link._tcp.local, ""QU"" question TXT Vinnie's Macbook Pro._companion-link._tcp.local, ""QU"" question TXT Rajashekhar._companion-link._tcp.local, ""QU"" question TXT Uday�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Avinash�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Arushi's MacBook._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Prafulla�\200\231s MacBook Pro._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Ram�\200\231s MacBook Pro._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local OPT"
"2288","54.483666","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","157","Standard query 0x0000 TXT Aryan�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question OPT"
"2289","54.503144","34.93.180.21","192.168.0.122","TLSv1.2","1178","Application Data"
"2290","54.503350","192.168.0.122","34.93.180.21","TCP","66","52926  >  27017 [ACK] Seq=1 Ack=6673 Win=44 Len=0 TSval=2448138938 TSecr=3800313291"
"2291","54.582034","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","398","Standard query 0x0000 TXT Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local, ""QU"" question TXT Guru's Mac._companion-link._tcp.local, ""QU"" question ANY 3E344DB7-8DEF-4302-AB5A-73D389BB807C._remotepairing._tcp.local, ""QU"" question ANY 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local, ""QU"" question ANY Kalpit-Singhs-iPhone.local, ""QU"" question SRV 0 0 49152 Kalpit-Singhs-iPhone.local SRV 0 0 32498 Kalpit-Singhs-iPhone.local AAAA fe80::c81:b413:2b85:9d36 A 192.168.1.228"
"2292","54.586728","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","403","Standard query 0x0000 ANY Home Cinema._airplay._tcp.local, ""QU"" question ANY 466C1B3E520C@Home Cinema._raop._tcp.local, ""QU"" question ANY Home Cinema._companion-link._tcp.local, ""QU"" question ANY 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local, ""QU"" question ANY Home-Cinema.local, ""QU"" question SRV 0 0 7000 Home-Cinema.local SRV 0 0 7000 Home-Cinema.local SRV 0 0 49153 Home-Cinema.local SRV 0 0 49426 Home-Cinema.local AAAA fe80::1893:e6cd:b4da:e037 A 192.168.1.241 OPT"
"2293","54.586729","fe80::807:4ed:8d3a:eaa8","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Avinash�\200\231s MacBook Pro._companion-link._tcp.local"
"2294","54.587846","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"2295","54.587846","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.247? (ARP Probe)"
"2296","54.615896","35.244.52.136","192.168.0.122","TLSv1.2","1178","Application Data"
"2297","54.616098","192.168.0.122","35.244.52.136","TCP","66","52927  >  27017 [ACK] Seq=1 Ack=6673 Win=44 Len=0 TSval=3559633142 TSecr=80460626"
"2298","54.682893","fe80::83f:fc38:1b03:45c8","ff02::fb","MDNS","288","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local"
"2299","54.682896","fe80::57:fb21:4edd:3f11","ff02::fb","MDNS","247","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Akshat�\200\231s MacBook Pro._companion-link._tcp.local"
"2300","54.684491","fe80::d:40e3:aa66:95ee","ff02::fb","MDNS","236","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Rajashekhar._companion-link._tcp.local"
"2301","54.684492","fe80::1449:cb5b:f292:3581","ff02::fb","MDNS","219","Standard query response 0x0000 PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local TXT"
"2302","54.684492","AdityaInfote_0d:e8:f0","Broadcast","ARP","60","Who has 192.168.1.4? (ARP Probe)"
"2303","54.689321","AdityaInfote_0d:e8:f0","Broadcast","ARP","60","Who has 192.168.1.4? (ARP Probe)"
"2304","54.690919","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","324","Standard query 0x0000 TXT Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT nikk�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT ARUN S._companion-link._tcp.local, ""QU"" question TXT Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local, ""QU"" question TXT Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Sasank�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question TXT Mobius�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question OPT"
"2305","54.690921","fe80::439:41e9:aaa5:dfa3","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Aryan�\200\231s MacBook Pro._companion-link._tcp.local"
"2306","54.690922","AdityaInfote_35:9f:5c","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.5"
"2307","54.692122","fe80::1c98:54e:c58e:7305","ff02::fb","MDNS","280","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Sunayana�\200\231s iPad._companion-link._tcp.local"
"2308","54.788453","fe80::7e:5e69:4d0d:226f","ff02::fb","MDNS","443","Standard query response 0x0000 PTR Manish's MacBook Pro._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 52624 Manishs-MacBook-Pro.local AAAA, cache flush fe80::7e:5e69:4d0d:226f A, cache flush 192.168.0.28 NSEC, cache flush Manish's MacBook Pro._companion-link._tcp.local NSEC, cache flush Manishs-MacBook-Pro.local"
"2309","54.789828","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","129","Standard query 0x0000 TXT Mobius�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question"
"2310","54.789829","fe80::18fb:1b43:3db7:f1be","ff02::fb","MDNS","245","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Vinnie's Macbook Pro._companion-link._tcp.local"
"2311","54.790970","36:ac:85:0d:94:1f","Broadcast","ARP","60","Who has 8.8.8.8? Tell 192.168.1.35"
"2312","54.792775","fe80::1407:778d:9cf6:4deb","ff02::fb","MDNS","249","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Sunayana�\200\231s MacBook Pro._companion-link._tcp.local"
"2313","54.887800","fe80::c57:69cc:f203:766a","ff02::fb","MDNS","288","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local"
"2314","54.887801","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","403","Standard query 0x0000 ANY Home Cinema._airplay._tcp.local, ""QM"" question ANY 466C1B3E520C@Home Cinema._raop._tcp.local, ""QM"" question ANY Home Cinema._companion-link._tcp.local, ""QM"" question ANY 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local, ""QM"" question ANY Home-Cinema.local, ""QM"" question SRV 0 0 7000 Home-Cinema.local SRV 0 0 7000 Home-Cinema.local SRV 0 0 49153 Home-Cinema.local SRV 0 0 49426 Home-Cinema.local AAAA fe80::1893:e6cd:b4da:e037 A 192.168.1.241 OPT"
"2315","54.888863","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","332","Standard query 0x0000 ANY 3E344DB7-8DEF-4302-AB5A-73D389BB807C._remotepairing._tcp.local, ""QM"" question ANY 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local, ""QM"" question ANY Kalpit-Singhs-iPhone.local, ""QM"" question SRV 0 0 49152 Kalpit-Singhs-iPhone.local SRV 0 0 32498 Kalpit-Singhs-iPhone.local AAAA fe80::c81:b413:2b85:9d36 A 192.168.1.228"
"2316","54.889999","fe80::4a2:2fb3:e600:581f","ff02::fb","MDNS","129","Standard query 0x0000 TXT Sasank�\200\231s MacBook Pro._companion-link._tcp.local, ""QU"" question"
"2317","54.891572","fe80::1876:4285:7b36:4816","ff02::fb","MDNS","287","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local"
"2318","54.974301","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2319","54.974346","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2320","54.974349","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2321","54.974351","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2322","54.974382","192.168.0.122","104.18.32.47","QUIC","1292","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2323","54.974385","192.168.0.122","104.18.32.47","QUIC","241","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2324","54.974551","192.168.0.122","104.18.32.47","QUIC","600","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2325","54.984598","104.18.32.47","192.168.0.122","QUIC","66","Protected Payload (KP0)"
"2326","54.990093","fe80::1449:cb5b:f292:3581","ff02::fb","MDNS","247","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Mobius�\200\231s MacBook Pro._companion-link._tcp.local"
"2327","54.990093","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","163","Standard query response 0x0000 TXT OPT"
"2328","54.992241","HewlettPacka_ca:ad:0e","Broadcast","0x8ffd","351","Ethernet II"
"2329","54.998199","104.18.32.47","192.168.0.122","QUIC","66","Protected Payload (KP0)"
"2330","55.092943","fe80::845:3b34:395a:a6e0","ff02::fb","MDNS","544","Standard query response 0x0000 PTR Entertainment Room._companion-link._tcp.local TXT PTR 70-35-60-63.1 Entertainment Room._sleep-proxy._udp.local TXT, cache flush SRV, cache flush 0 0 49153 Entertainment-Room.local AAAA, cache flush fe80::845:3b34:395a:a6e0 A, cache flush 192.168.1.183 NSEC, cache flush Entertainment Room._companion-link._tcp.local NSEC, cache flush Entertainment-Room.local"
"2331","55.095141","fe80::1029:82b3:8bf4:7fa7","ff02::fb","MDNS","195","Standard query response 0x0000 PTR Guru's Mac._companion-link._tcp.local TXT"
"2332","55.099494","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","1513","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR _sleep-proxy._udp.local, ""QM"" question PTR Anurag�\200\231s MacBook Pro._companion-link._tcp.local PTR Prashansa�\200\231s MacBook Pro._companion-link._tcp.local PTR Prafulla�\200\231s MacBook Pro._companion-link._tcp.local PTR Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Monisha�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s MacBook Pro._companion-link._tcp.local PTR Ram�\200\231s MacBook Pro._companion-link._tcp.local PTR Rohit�\200\231s MacBook Pro._companion-link._tcp.local PTR Isham.�\200\231s MacBook Pro._companion-link._tcp.local PTR nikk�\200\231s MacBook Pro._companion-link._tcp.local PTR Akshat�\200\231s MacBook Pro._companion-link._tcp.local PTR ARUN S._companion-link._tcp.local PTR Arul�\200\231s MacBook Pro._companion-link._tcp.local PTR Abhinav�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Radhika�\200\231s MacBook Pro (2)._companion-link._tcp.local PTR Aniket�\200\231s MacBook Pro._companion-link._tcp.local PTR praveen�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (5)._companion-link._tcp.local PTR Ritesh�\200\231s MacBook Pro._companion-link._tcp.local PTR Sunayana�\200\231s iPad._companion-link._tcp.local PTR Prince._companion-link._tcp.local PTR Sabyasachi�\200\231s MacBook Pro._companion-link._tcp.local PTR Shalaka's Mac._companion-link._tcp.local PTR Uday�\200\231s MacBook Pro._companion-link._tcp.local PTR Samarth�\200\231s MacBook Pro._companion-link._tcp.local PTR Rajashekhar._companion-link._tcp.local PTR Vinnie's Macbook Pro._companion-link._tcp.local PTR Rishab�\200\231s MacBook Pro._companion-link._tcp.local PTR Avinash�\200\231s MacBook Pro._companion-link._tcp.local PTR Sasank�\200\231s MacBook Pro._companion-link._tcp.local PTR Aryan�\200\231s MacBook Pro._companion-link._tcp.local PTR MacBook Pro (2)._companion-link._tcp.local PTR Mohammed�\200\231s MacBook Pro._companion-link._tcp.local PTR Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local PTR Guru's Mac._companion-link._tcp.local PTR Mobius�\200\231s MacBook Pro._companion-link._tcp.local PTR Manish's MacBook Pro._companion-link._tcp.local PTR Entertainment Room._companion-link._tcp.local PTR 70-35-60-63.1 Entertainment Room._sleep-proxy._udp.local"
"2333","55.099495","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","372","Standard query 0x0000 TXT Prafulla�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT Ram�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT nikk�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT ARUN S._companion-link._tcp.local, ""QM"" question TXT Arul�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT praveen�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question TXT MacBook Pro (5)._companion-link._tcp.local, ""QM"" question TXT Prince._companion-link._tcp.local, ""QM"" question TXT MacBook Pro (2)._companion-link._tcp.local, ""QM"" question TXT Mohammed�\200\231s MacBook Pro._companion-link._tcp.local, ""QM"" question"
"2334","55.100652","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","258","Standard query response 0x0000 PTR, cache flush Kalpit-Singhs-iPhone.local PTR, cache flush Kalpit-Singhs-iPhone.local NSEC, cache flush 6.3.D.9.5.8.B.2.3.1.4.B.1.8.C.0.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 228.1.168.192.in-addr.arpa"
"2335","55.137050","104.18.32.47","192.168.0.122","QUIC","790","Protected Payload (KP0)"
"2336","55.164659","192.168.0.122","104.18.32.47","QUIC","86","Protected Payload (KP0), DCID=01fe691745778f9a38fe5217c47789503e74ab34"
"2337","55.195628","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","437","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question TXT Shalaka's Mac._companion-link._tcp.local, ""QM"" question ANY Home Cinema._airplay._tcp.local, ""QM"" question ANY 466C1B3E520C@Home Cinema._raop._tcp.local, ""QM"" question ANY Home Cinema._companion-link._tcp.local, ""QM"" question ANY 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local, ""QM"" question ANY Home-Cinema.local, ""QM"" question SRV 0 0 7000 Home-Cinema.local SRV 0 0 7000 Home-Cinema.local SRV 0 0 49153 Home-Cinema.local SRV 0 0 49426 Home-Cinema.local AAAA fe80::1893:e6cd:b4da:e037 A 192.168.1.241 OPT"
"2338","55.196975","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","332","Standard query 0x0000 ANY 3E344DB7-8DEF-4302-AB5A-73D389BB807C._remotepairing._tcp.local, ""QM"" question ANY 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local, ""QM"" question ANY Kalpit-Singhs-iPhone.local, ""QM"" question SRV 0 0 49152 Kalpit-Singhs-iPhone.local SRV 0 0 32498 Kalpit-Singhs-iPhone.local AAAA fe80::c81:b413:2b85:9d36 A 192.168.1.228"
"2339","55.196976","fe80::ce3:a9b1:a94b:cd61","ff02::fb","MDNS","249","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prafulla�\200\231s MacBook Pro._companion-link._tcp.local"
"2340","55.198739","fe80::18d6:3c50:8a42:2415","ff02::fb","MDNS","245","Standard query response 0x0000 TXT, cache flush NSEC, cache flush nikk�\200\231s MacBook Pro._companion-link._tcp.local"
"2341","55.198739","fe80::1033:389d:1d23:1f28","ff02::fb","MDNS","231","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prince._companion-link._tcp.local"
"2342","55.297911","fe80::8fd:f725:e757:7550","ff02::fb","MDNS","244","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Ram�\200\231s MacBook Pro._companion-link._tcp.local"
"2343","55.297914","fe80::cbf:72e8:c87c:90b2","ff02::fb","MDNS","249","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Mohammed�\200\231s MacBook Pro._companion-link._tcp.local"
"2344","55.299609","fe80::104e:69d8:fdc9:9476","ff02::fb","MDNS","242","Standard query response 0x0000 TXT, cache flush NSEC, cache flush MacBook Pro (2)._companion-link._tcp.local"
"2345","55.299609","fe80::10f5:507c:ea7c:3118","ff02::fb","MDNS","287","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Ishan�\200\231s MacBook Pro Work._companion-link._tcp.local"
"2346","55.301555","fe80::14c7:e835:b8df:3d64","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush praveen�\200\231s MacBook Pro._companion-link._tcp.local"
"2347","55.301556","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","278","Standard query response 0x0000 PTR, cache flush Home-Cinema.local PTR, cache flush Home-Cinema.local NSEC, cache flush 7.3.0.E.A.D.4.B.D.C.6.E.3.9.8.1.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush 241.1.168.192.in-addr.arpa OPT"
"2348","55.303296","fe80::4fb:2459:6d52:8d21","ff02::fb","MDNS","238","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Shalaka's Mac._companion-link._tcp.local"
"2349","55.303297","ASUSTekCOMPU_6c:77:4d","Broadcast","ARP","60","Who has 8.8.8.8? Tell 192.168.49.1"
"2350","55.304979","fe80::18d8:66a7:e2f0:dc07","ff02::fb","MDNS","431","Standard query response 0x0000 PTR Arushi's MacBook._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 62822 Arushis-MacBook.local AAAA, cache flush fe80::18d8:66a7:e2f0:dc07 A, cache flush 192.168.1.126 NSEC, cache flush Arushi's MacBook._companion-link._tcp.local NSEC, cache flush Arushis-MacBook.local"
"2351","55.402751","fe80::1096:bd21:f663:cc03","ff02::fb","MDNS","242","Standard query response 0x0000 TXT, cache flush NSEC, cache flush MacBook Pro (5)._companion-link._tcp.local"
"2352","55.405353","fe80::4f6:1e7d:f37d:8877","ff02::fb","MDNS","463","Standard query response 0x0000 TXT PTR MacBook Pro (3)._companion-link._tcp.local TXT, cache flush AAAA, cache flush fe80::4f6:1e7d:f37d:8877 A, cache flush 192.168.0.41 SRV, cache flush 0 0 59426 MacBook-Pro-2.local NSEC, cache flush MacBook Pro (3)._companion-link._tcp.local NSEC, cache flush MacBook-Pro-2.local"
"2353","55.407131","fe80::1c6e:fdb7:5424:1225","ff02::fb","MDNS","452","Standard query response 0x0000 PTR Trupthi�\200\231s MacBook Pro._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::1c6e:fdb7:5424:1225 A, cache flush 192.168.0.65 SRV, cache flush 0 0 62071 Trupthis-MacBook-Pro.local NSEC, cache flush Trupthi�\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Trupthis-MacBook-Pro.local"
"2354","55.409427","fe80::c81:b413:2b85:9d36","ff02::fb","MDNS","666","Standard query response 0x0000 TXT, cache flush PTR _remotepairing._tcp.local PTR 3E344DB7-8DEF-4302-AB5A-73D389BB807C._remotepairing._tcp.local SRV, cache flush 0 0 49152 Kalpit-Singhs-iPhone.local TXT, cache flush PTR _apple-mobdev2._tcp.local PTR 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local PTR 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local PTR 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local PTR 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local PTR 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local SRV, cache flush 0 0 32498 Kalpit-Singhs-iPhone.local AAAA, cache flush fe80::c81:b413:2b85:9d36 A, cache flush 192.168.1.228 NSEC, cache flush 3E344DB7-8DEF-4302-AB5A-73D389BB807C._remotepairing._tcp.local NSEC, cache flush 90:a2:5b:6e:3d:9b@fe80::92a2:5bff:fe6e:3d9b-supportsRP-19._apple-mobdev2._tcp.local NSEC, cache flush Kalpit-Singhs-iPhone.local"
"2355","55.413912","fe80::1893:e6cd:b4da:e037","ff02::fb","MDNS","1443","Standard query response 0x0000 TXT, cache flush PTR _airplay._tcp.local PTR Home Cinema._airplay._tcp.local TXT, cache flush PTR _raop._tcp.local PTR 466C1B3E520C@Home Cinema._raop._tcp.local SRV, cache flush 0 0 7000 Home-Cinema.local SRV, cache flush 0 0 7000 Home-Cinema.local TXT, cache flush PTR _companion-link._tcp.local PTR Home Cinema._companion-link._tcp.local TXT SRV, cache flush 0 0 49153 Home-Cinema.local TXT, cache flush PTR _sleep-proxy._udp.local PTR 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local SRV, cache flush 0 0 49426 Home-Cinema.local AAAA, cache flush fe80::1893:e6cd:b4da:e037 A, cache flush 192.168.1.241 NSEC, cache flush Home Cinema._airplay._tcp.local NSEC, cache flush 466C1B3E520C@Home Cinema._raop._tcp.local NSEC, cache flush Home Cinema._companion-link._tcp.local NSEC, cache flush 70-35-60-63.1 Home Cinema._sleep-proxy._udp.local NSEC, cache flush Home-Cinema.local OPT"
"2356","55.413914","fe80::1cb0:ae8:f030:ecf7","ff02::fb","MDNS","284","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Sidhesh�\200\231s MacBook Pro._companion-link._tcp.local"
"2357","55.507356","CpPlus_9e:dc:ee","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.245"
"2358","55.507358","AdityaInfote_2b:60:ae","Broadcast","ARP","60","Who has 192.168.1.1? Tell 192.168.1.247"
"2359","55.537578","35.200.190.88","192.168.0.122","TLSv1.2","1202","Application Data"
"2360","55.537701","192.168.0.122","35.200.190.88","TCP","66","53125  >  27017 [ACK] Seq=1 Ack=6817 Win=44 Len=0 TSval=12242940 TSecr=2790930019"
"2361","55.603680","36:ac:85:0d:94:1f","Broadcast","ARP","60","Who has 8.8.8.8? Tell 192.168.1.35"
